統計項目,行業代碼,行業別,資料期(民國年),統計值(指數),計量單位
營業額指數,56,餐飲業,10011,78.22,110年=100
營業額指數,56,餐飲業,10012,83.25,110年=100
營業額指數,56,餐飲業,10101,96.76,110年=100
營業額指數,56,餐飲業,10102,85.86,110年=100
營業額指數,56,餐飲業,10103,86.04,110年=100
營業額指數,56,餐飲業,10104,85.45,110年=100
營業額指數,56,餐飲業,10105,91.07,110年=100
營業額指數,56,餐飲業,10106,88.39,110年=100
營業額指數,56,餐飲業,10107,92.13,110年=100
營業額指數,56,餐飲業,10108,90.83,110年=100
營業額指數,56,餐飲業,10109,86.11,110年=100
營業額指數,56,餐飲業,10110,85.23,110年=100
營業額指數,56,餐飲業,10111,81.68,110年=100
營業額指數,56,餐飲業,10112,91.82,110年=100
營業額指數,56,餐飲業,10201,92.72,110年=100
營業額指數,56,餐飲業,10202,97.00,110年=100
營業額指數,56,餐飲業,10203,91.46,110年=100
營業額指數,56,餐飲業,10204,85.38,110年=100
營業額指數,56,餐飲業,10205,93.73,110年=100
營業額指數,56,餐飲業,10206,94.62,110年=100
營業額指數,56,餐飲業,10207,94.95,110年=100
營業額指數,56,餐飲業,10208,96.81,110年=100
營業額指數,56,餐飲業,10209,91.84,110年=100
營業額指數,56,餐飲業,10210,89.12,110年=100
營業額指數,56,餐飲業,10211,90.02,110年=100
營業額指數,56,餐飲業,10212,97.32,110年=100
營業額指數,56,餐飲業,10301,107.51,110年=100
營業額指數,56,餐飲業,10302,99.74,110年=100
營業額指數,56,餐飲業,10303,96.11,110年=100
營業額指數,56,餐飲業,10304,91.00,110年=100
營業額指數,56,餐飲業,10305,99.41,110年=100
營業額指數,56,餐飲業,10306,99.06,110年=100
營業額指數,56,餐飲業,10307,98.82,110年=100
營業額指數,56,餐飲業,10308,101.88,110年=100
營業額指數,56,餐飲業,10309,91.59,110年=100
營業額指數,56,餐飲業,10310,90.60,110年=100
營業額指數,56,餐飲業,10311,90.58,110年=100
營業額指數,56,餐飲業,10312,97.92,110年=100
營業額指數,56,餐飲業,10401,101.92,110年=100
營業額指數,56,餐飲業,10402,111.40,110年=100
營業額指數,56,餐飲業,10403,99.85,110年=100
營業額指數,56,餐飲業,10404,95.58,110年=100
營業額指數,56,餐飲業,10405,106.42,110年=100
營業額指數,56,餐飲業,10406,103.20,110年=100
營業額指數,56,餐飲業,10407,104.92,110年=100
營業額指數,56,餐飲業,10408,107.43,110年=100
營業額指數,56,餐飲業,10409,95.97,110年=100
營業額指數,56,餐飲業,10410,100.52,110年=100
營業額指數,56,餐飲業,10411,96.53,110年=100
營業額指數,56,餐飲業,10412,103.06,110年=100
營業額指數,56,餐飲業,10501,112.88,110年=100
營業額指數,56,餐飲業,10502,118.91,110年=100
營業額指數,56,餐飲業,10503,101.43,110年=100
營業額指數,56,餐飲業,10504,102.10,110年=100
營業額指數,56,餐飲業,10505,112.56,110年=100
營業額指數,56,餐飲業,10506,109.12,110年=100
營業額指數,56,餐飲業,10507,112.59,110年=100
營業額指數,56,餐飲業,10508,112.06,110年=100
營業額指數,56,餐飲業,10509,105.10,110年=100
營業額指數,56,餐飲業,10510,111.04,110年=100
營業額指數,56,餐飲業,10511,103.02,110年=100
營業額指數,56,餐飲業,10512,113.57,110年=100
營業額指數,56,餐飲業,10601,129.38,110年=100
營業額指數,56,餐飲業,10602,103.81,110年=100
營業額指數,56,餐飲業,10603,101.85,110年=100
營業額指數,56,餐飲業,10604,104.65,110年=100
營業額指數,56,餐飲業,10605,111.52,110年=100
營業額指數,56,餐飲業,10606,107.48,110年=100
營業額指數,56,餐飲業,10607,114.06,110年=100
營業額指數,56,餐飲業,10608,115.38,110年=100
營業額指數,56,餐飲業,10609,104.70,110年=100
營業額指數,56,餐飲業,10610,110.72,110年=100
營業額指數,56,餐飲業,10611,103.81,110年=100
營業額指數,56,餐飲業,10612,119.19,110年=100
營業額指數,56,餐飲業,10701,112.57,110年=100
營業額指數,56,餐飲業,10702,123.70,110年=100
營業額指數,56,餐飲業,10703,106.64,110年=100
營業額指數,56,餐飲業,10704,106.64,110年=100
營業額指數,56,餐飲業,10705,112.85,110年=100
營業額指數,56,餐飲業,10706,113.87,110年=100
營業額指數,56,餐飲業,10707,115.61,110年=100
營業額指數,56,餐飲業,10708,118.79,110年=100
營業額指數,56,餐飲業,10709,111.29,110年=100
營業額指數,56,餐飲業,10710,107.85,110年=100
營業額指數,56,餐飲業,10711,104.87,110年=100
營業額指數,56,餐飲業,10712,123.11,110年=100
營業額指數,56,餐飲業,10801,120.52,110年=100
營業額指數,56,餐飲業,10802,119.82,110年=100
營業額指數,56,餐飲業,10803,111.95,110年=100
營業額指數,56,餐飲業,10804,105.67,110年=100
營業額指數,56,餐飲業,10805,114.93,110年=100
營業額指數,56,餐飲業,10806,116.25,110年=100
營業額指數,56,餐飲業,10807,117.61,110年=100
營業額指數,56,餐飲業,10808,122.18,110年=100
營業額指數,56,餐飲業,10809,109.21,110年=100
營業額指數,56,餐飲業,10810,109.43,110年=100
營業額指數,56,餐飲業,10811,107.99,110年=100
營業額指數,56,餐飲業,10812,122.29,110年=100
營業額指數,56,餐飲業,10901,138.43,110年=100
營業額指數,56,餐飲業,10902,97.01,110年=100
營業額指數,56,餐飲業,10903,87.65,110年=100
營業額指數,56,餐飲業,10904,80.69,110年=100
營業額指數,56,餐飲業,10905,103.92,110年=100
營業額指數,56,餐飲業,10906,106.74,110年=100
營業額指數,56,餐飲業,10907,116.10,110年=100
營業額指數,56,餐飲業,10908,122.50,110年=100
營業額指數,56,餐飲業,10909,107.84,110年=100
營業額指數,56,餐飲業,10910,111.06,110年=100
營業額指數,56,餐飲業,10911,107.85,110年=100
營業額指數,56,餐飲業,10912,120.02,110年=100
營業額指數,56,餐飲業,11001,116.22,110年=100
營業額指數,56,餐飲業,11002,118.04,110年=100
營業額指數,56,餐飲業,11003,108.12,110年=100
營業額指數,56,餐飲業,11004,108.95,110年=100
營業額指數,56,餐飲業,11005,83.02,110年=100
營業額指數,56,餐飲業,11006,63.80,110年=100
營業額指數,56,餐飲業,11007,70.61,110年=100
營業額指數,56,餐飲業,11008,90.34,110年=100
營業額指數,56,餐飲業,11009,95.42,110年=100
營業額指數,56,餐飲業,11010,110.91,110年=100
營業額指數,56,餐飲業,11011,109.68,110年=100
營業額指數,56,餐飲業,11012,124.88,110年=100
營業額指數,56,餐飲業,11101,121.23,110年=100
營業額指數,56,餐飲業,11102,113.25,110年=100
營業額指數,56,餐飲業,11103,110.08,110年=100
營業額指數,56,餐飲業,11104,97.62,110年=100
營業額指數,56,餐飲業,11105,90.28,110年=100
營業額指數,56,餐飲業,11106,96.95,110年=100
營業額指數,56,餐飲業,11107,117.61,110年=100
營業額指數,56,餐飲業,11108,121.83,110年=100
營業額指數,56,餐飲業,11109,111.89,110年=100
營業額指數,56,餐飲業,11110,119.00,110年=100
營業額指數,56,餐飲業,11111,116.59,110年=100
營業額指數,56,餐飲業,11112,135.17,110年=100
營業額指數,56,餐飲業,11201,155.40,110年=100
營業額指數,56,餐飲業,11202,119.83,110年=100
營業額指數,56,餐飲業,11203,118.58,110年=100
營業額指數,56,餐飲業,11204,124.20,110年=100
營業額指數,56,餐飲業,11205,126.98,110年=100
營業額指數,56,餐飲業,11206,126.50,110年=100
營業額指數,56,餐飲業,11207,135.66,110年=100
營業額指數,56,餐飲業,11208,135.32,110年=100
營業額指數,56,餐飲業,11209,125.52,110年=100
營業額指數,56,餐飲業,11210,128.75,110年=100
營業額指數,56,餐飲業,11211,122.85,110年=100
營業額指數,56,餐飲業,11212,141.34,110年=100
營業額指數,56,餐飲業,11301,137.55,110年=100
營業額指數,56,餐飲業,11302,139.06,110年=100
營業額指數,56,餐飲業,11303,126.56,110年=100
營業額指數,56,餐飲業,11304,121.47,110年=100
營業額指數,56,餐飲業,11305,128.26,110年=100
營業額指數,56,餐飲業,11306,131.52,110年=100
營業額指數,56,餐飲業,11307,127.87,110年=100
營業額指數,56,餐飲業,11308,133.91,110年=100
營業額指數,56,餐飲業,11309,126.46,110年=100
營業額指數,56,餐飲業,11310,122.83,110年=100
營業額指數,56,餐飲業,11311,128.70,110年=100
營業額指數,56,餐飲業,11312,143.20,110年=100
營業額指數,56,餐飲業,11401,156.80,110年=100
營業額指數,56,餐飲業,11402,122.45,110年=100
營業額指數,56,餐飲業,11403,126.26,110年=100
營業額指數,56,餐飲業,11404,119.65,110年=100
營業額指數,56,餐飲業,11405,132.30,110年=100
營業額指數,56,餐飲業,11406,124.62,110年=100
營業額指數,56,餐飲業,11407,126.15,110年=100
營業額指數,56,餐飲業,11408,135.80,110年=100
營業額指數,56,餐飲業,11409,120.35,110年=100
營業額指數,56,餐飲業,11410,129.54,110年=100
營業額指數,56,餐飲業,11411,128.44,110年=100
營業額指數,56,餐飲業,11412,137.20,110年=100
營業額指數,56,餐飲業,11501,139.28,110年=100
營業額指數,56,餐飲業,11502,144.26,110年=100
營業額指數,5611,餐館,08801,52.22,110年=100
營業額指數,5611,餐館,08802,52.75,110年=100
營業額指數,5611,餐館,08803,54.04,110年=100
營業額指數,5611,餐館,08804,55.53,110年=100
營業額指數,5611,餐館,08805,58.62,110年=100
營業額指數,5611,餐館,08806,57.67,110年=100
營業額指數,5611,餐館,08807,59.03,110年=100
營業額指數,5611,餐館,08808,58.42,110年=100
營業額指數,5611,餐館,08809,55.72,110年=100
營業額指數,5611,餐館,08810,54.90,110年=100
營業額指數,5611,餐館,08811,55.97,110年=100
營業額指數,5611,餐館,08812,58.55,110年=100
營業額指數,5611,餐館,08901,58.46,110年=100
營業額指數,5611,餐館,08902,57.06,110年=100
營業額指數,5611,餐館,08903,57.79,110年=100
營業額指數,5611,餐館,08904,56.51,110年=100
營業額指數,5611,餐館,08905,61.95,110年=100
營業額指數,5611,餐館,08906,61.61,110年=100
營業額指數,5611,餐館,08907,65.98,110年=100
營業額指數,5611,餐館,08908,66.53,110年=100
營業額指數,5611,餐館,08909,63.50,110年=100
營業額指數,5611,餐館,08910,64.08,110年=100
營業額指數,5611,餐館,08911,61.95,110年=100
營業額指數,5611,餐館,08912,63.86,110年=100
營業額指數,5611,餐館,09001,54.45,110年=100
營業額指數,5611,餐館,09002,51.90,110年=100
營業額指數,5611,餐館,09003,49.17,110年=100
營業額指數,5611,餐館,09004,48.47,110年=100
營業額指數,5611,餐館,09005,52.56,110年=100
營業額指數,5611,餐館,09006,54.76,110年=100
營業額指數,5611,餐館,09007,57.53,110年=100
營業額指數,5611,餐館,09008,57.77,110年=100
營業額指數,5611,餐館,09009,52.33,110年=100
營業額指數,5611,餐館,09010,50.39,110年=100
營業額指數,5611,餐館,09011,54.33,110年=100
營業額指數,5611,餐館,09012,57.63,110年=100
營業額指數,5611,餐館,09101,54.12,110年=100
營業額指數,5611,餐館,09102,56.26,110年=100
營業額指數,5611,餐館,09103,52.82,110年=100
營業額指數,5611,餐館,09104,49.74,110年=100
營業額指數,5611,餐館,09105,52.90,110年=100
營業額指數,5611,餐館,09106,54.95,110年=100
營業額指數,5611,餐館,09107,54.46,110年=100
營業額指數,5611,餐館,09108,53.86,110年=100
營業額指數,5611,餐館,09109,50.07,110年=100
營業額指數,5611,餐館,09110,50.41,110年=100
營業額指數,5611,餐館,09111,51.09,110年=100
營業額指數,5611,餐館,09112,52.51,110年=100
營業額指數,5611,餐館,09201,56.45,110年=100
營業額指數,5611,餐館,09202,52.13,110年=100
營業額指數,5611,餐館,09203,51.56,110年=100
營業額指數,5611,餐館,09204,46.21,110年=100
營業額指數,5611,餐館,09205,44.31,110年=100
營業額指數,5611,餐館,09206,53.01,110年=100
營業額指數,5611,餐館,09207,59.70,110年=100
營業額指數,5611,餐館,09208,62.70,110年=100
營業額指數,5611,餐館,09209,56.15,110年=100
營業額指數,5611,餐館,09210,56.13,110年=100
營業額指數,5611,餐館,09211,57.50,110年=100
營業額指數,5611,餐館,09212,63.03,110年=100
營業額指數,5611,餐館,09301,70.26,110年=100
營業額指數,5611,餐館,09302,57.08,110年=100
營業額指數,5611,餐館,09303,53.85,110年=100
營業額指數,5611,餐館,09304,51.78,110年=100
營業額指數,5611,餐館,09305,56.08,110年=100
營業額指數,5611,餐館,09306,54.61,110年=100
營業額指數,5611,餐館,09307,59.36,110年=100
營業額指數,5611,餐館,09308,57.24,110年=100
營業額指數,5611,餐館,09309,50.80,110年=100
營業額指數,5611,餐館,09310,54.00,110年=100
營業額指數,5611,餐館,09311,52.19,110年=100
營業額指數,5611,餐館,09312,55.55,110年=100
營業額指數,5611,餐館,09401,65.22,110年=100
營業額指數,5611,餐館,09402,63.40,110年=100
營業額指數,5611,餐館,09403,54.77,110年=100
營業額指數,5611,餐館,09404,55.01,110年=100
營業額指數,5611,餐館,09405,59.98,110年=100
營業額指數,5611,餐館,09406,60.50,110年=100
營業額指數,5611,餐館,09407,63.95,110年=100
營業額指數,5611,餐館,09408,63.22,110年=100
營業額指數,5611,餐館,09409,56.15,110年=100
營業額指數,5611,餐館,09410,58.41,110年=100
營業額指數,5611,餐館,09411,55.83,110年=100
營業額指數,5611,餐館,09412,59.72,110年=100
營業額指數,5611,餐館,09501,68.29,110年=100
營業額指數,5611,餐館,09502,60.36,110年=100
營業額指數,5611,餐館,09503,57.18,110年=100
營業額指數,5611,餐館,09504,58.29,110年=100
營業額指數,5611,餐館,09505,60.14,110年=100
營業額指數,5611,餐館,09506,61.57,110年=100
營業額指數,5611,餐館,09507,66.17,110年=100
營業額指數,5611,餐館,09508,63.96,110年=100
營業額指數,5611,餐館,09509,59.65,110年=100
營業額指數,5611,餐館,09510,62.90,110年=100
營業額指數,5611,餐館,09511,58.72,110年=100
營業額指數,5611,餐館,09512,65.59,110年=100
營業額指數,5611,餐館,09601,70.85,110年=100
營業額指數,5611,餐館,09602,73.73,110年=100
營業額指數,5611,餐館,09603,64.78,110年=100
營業額指數,5611,餐館,09604,62.34,110年=100
營業額指數,5611,餐館,09605,63.71,110年=100
營業額指數,5611,餐館,09606,68.18,110年=100
營業額指數,5611,餐館,09607,70.08,110年=100
營業額指數,5611,餐館,09608,67.21,110年=100
營業額指數,5611,餐館,09609,61.67,110年=100
營業額指數,5611,餐館,09610,64.43,110年=100
營業額指數,5611,餐館,09611,60.36,110年=100
營業額指數,5611,餐館,09612,68.85,110年=100
營業額指數,5611,餐館,09701,74.33,110年=100
營業額指數,5611,餐館,09702,77.68,110年=100
營業額指數,5611,餐館,09703,68.41,110年=100
營業額指數,5611,餐館,09704,63.20,110年=100
營業額指數,5611,餐館,09705,66.87,110年=100
營業額指數,5611,餐館,09706,65.69,110年=100
營業額指數,5611,餐館,09707,66.09,110年=100
營業額指數,5611,餐館,09708,67.89,110年=100
營業額指數,5611,餐館,09709,57.90,110年=100
營業額指數,5611,餐館,09710,60.60,110年=100
營業額指數,5611,餐館,09711,59.45,110年=100
營業額指數,5611,餐館,09712,62.88,110年=100
營業額指數,5611,餐館,09801,78.76,110年=100
營業額指數,5611,餐館,09802,70.43,110年=100
營業額指數,5611,餐館,09803,69.06,110年=100
營業額指數,5611,餐館,09804,66.37,110年=100
營業額指數,5611,餐館,09805,72.87,110年=100
營業額指數,5611,餐館,09806,68.29,110年=100
營業額指數,5611,餐館,09807,68.75,110年=100
營業額指數,5611,餐館,09808,71.61,110年=100
營業額指數,5611,餐館,09809,62.98,110年=100
營業額指數,5611,餐館,09810,64.85,110年=100
營業額指數,5611,餐館,09811,63.49,110年=100
營業額指數,5611,餐館,09812,67.51,110年=100
營業額指數,5611,餐館,09901,75.39,110年=100
營業額指數,5611,餐館,09902,84.51,110年=100
營業額指數,5611,餐館,09903,74.67,110年=100
營業額指數,5611,餐館,09904,73.25,110年=100
營業額指數,5611,餐館,09905,82.96,110年=100
營業額指數,5611,餐館,09906,76.59,110年=100
營業額指數,5611,餐館,09907,80.86,110年=100
營業額指數,5611,餐館,09908,80.91,110年=100
營業額指數,5611,餐館,09909,74.10,110年=100
營業額指數,5611,餐館,09910,76.43,110年=100
營業額指數,5611,餐館,09911,71.34,110年=100
營業額指數,5611,餐館,09912,78.77,110年=100
營業額指數,5611,餐館,10001,92.43,110年=100
營業額指數,5611,餐館,10002,90.42,110年=100
營業額指數,5611,餐館,10003,80.67,110年=100
營業額指數,5611,餐館,10004,83.12,110年=100
營業額指數,5611,餐館,10005,91.80,110年=100
營業額指數,5611,餐館,10006,86.81,110年=100
營業額指數,5611,餐館,10007,91.28,110年=100
營業額指數,5611,餐館,10008,88.10,110年=100
營業額指數,5611,餐館,10009,84.56,110年=100
營業額指數,5611,餐館,10010,88.72,110年=100
營業額指數,5611,餐館,10011,80.83,110年=100
營業額指數,5611,餐館,10012,86.59,110年=100
營業額指數,5611,餐館,10101,103.16,110年=100
營業額指數,5611,餐館,10102,90.48,110年=100
營業額指數,5611,餐館,10103,89.38,110年=100
營業額指數,5611,餐館,10104,88.74,110年=100
營業額指數,5611,餐館,10105,95.56,110年=100
營業額指數,5611,餐館,10106,91.49,110年=100
營業額指數,5611,餐館,10107,96.13,110年=100
營業額指數,5611,餐館,10108,95.14,110年=100
營業額指數,5611,餐館,10109,89.60,110年=100
營業額指數,5611,餐館,10110,88.05,110年=100
營業額指數,5611,餐館,10111,84.13,110年=100
營業額指數,5611,餐館,10112,95.85,110年=100
營業額指數,5611,餐館,10201,97.49,110年=100
營業額指數,5611,餐館,10202,102.32,110年=100
營業額指數,5611,餐館,10203,94.14,110年=100
營業額指數,5611,餐館,10204,86.17,110年=100
營業額指數,5611,餐館,10205,96.39,110年=100
營業額指數,5611,餐館,10206,96.81,110年=100
營業額指數,5611,餐館,10207,98.08,110年=100
營業額指數,5611,餐館,10208,100.16,110年=100
營業額指數,5611,餐館,10209,94.00,110年=100
營業額指數,5611,餐館,10210,90.80,110年=100
營業額指數,5611,餐館,10211,91.38,110年=100
營業額指數,5611,餐館,10212,100.47,110年=100
營業額指數,5611,餐館,10301,113.01,110年=100
營業額指數,5611,餐館,10302,104.81,110年=100
營業額指數,5611,餐館,10303,98.51,110年=100
營業額指數,5611,餐館,10304,92.35,110年=100
營業額指數,5611,餐館,10305,102.40,110年=100
營業額指數,5611,餐館,10306,101.70,110年=100
營業額指數,5611,餐館,10307,102.19,110年=100
營業額指數,5611,餐館,10308,105.02,110年=100
營業額指數,5611,餐館,10309,93.49,110年=100
營業額指數,5611,餐館,10310,91.92,110年=100
營業額指數,5611,餐館,10311,91.62,110年=100
營業額指數,5611,餐館,10312,99.20,110年=100
營業額指數,5611,餐館,10401,104.99,110年=100
營業額指數,5611,餐館,10402,117.98,110年=100
營業額指數,5611,餐館,10403,102.32,110年=100
營業額指數,5611,餐館,10404,96.94,110年=100
營業額指數,5611,餐館,10405,109.52,110年=100
營業額指數,5611,餐館,10406,105.12,110年=100
營業額指數,5611,餐館,10407,108.28,110年=100
營業額指數,5611,餐館,10408,111.09,110年=100
營業額指數,5611,餐館,10409,96.63,110年=100
營業額指數,5611,餐館,10410,101.92,110年=100
營業額指數,5611,餐館,10411,96.93,110年=100
營業額指數,5611,餐館,10412,104.09,110年=100
營業額指數,5611,餐館,10501,115.87,110年=100
營業額指數,5611,餐館,10502,125.25,110年=100
營業額指數,5611,餐館,10503,103.11,110年=100
營業額指數,5611,餐館,10504,103.07,110年=100
營業額指數,5611,餐館,10505,114.71,110年=100
營業額指數,5611,餐館,10506,110.74,110年=100
營業額指數,5611,餐館,10507,115.60,110年=100
營業額指數,5611,餐館,10508,114.80,110年=100
營業額指數,5611,餐館,10509,106.83,110年=100
營業額指數,5611,餐館,10510,113.33,110年=100
營業額指數,5611,餐館,10511,103.18,110年=100
營業額指數,5611,餐館,10512,114.92,110年=100
營業額指數,5611,餐館,10601,134.06,110年=100
營業額指數,5611,餐館,10602,105.50,110年=100
營業額指數,5611,餐館,10603,101.31,110年=100
營業額指數,5611,餐館,10604,105.20,110年=100
營業額指數,5611,餐館,10605,113.26,110年=100
營業額指數,5611,餐館,10606,108.32,110年=100
營業額指數,5611,餐館,10607,117.31,110年=100
營業額指數,5611,餐館,10608,116.65,110年=100
營業額指數,5611,餐館,10609,103.72,110年=100
營業額指數,5611,餐館,10610,111.84,110年=100
營業額指數,5611,餐館,10611,103.68,110年=100
營業額指數,5611,餐館,10612,121.44,110年=100
營業額指數,5611,餐館,10701,113.55,110年=100
營業額指數,5611,餐館,10702,129.15,110年=100
營業額指數,5611,餐館,10703,106.60,110年=100
營業額指數,5611,餐館,10704,106.76,110年=100
營業額指數,5611,餐館,10705,113.63,110年=100
營業額指數,5611,餐館,10706,115.15,110年=100
營業額指數,5611,餐館,10707,118.01,110年=100
營業額指數,5611,餐館,10708,121.18,110年=100
營業額指數,5611,餐館,10709,111.07,110年=100
營業額指數,5611,餐館,10710,107.75,110年=100
營業額指數,5611,餐館,10711,105.12,110年=100
營業額指數,5611,餐館,10712,124.09,110年=100
營業額指數,5611,餐館,10801,121.26,110年=100
營業額指數,5611,餐館,10802,124.64,110年=100
營業額指數,5611,餐館,10803,112.90,110年=100
營業額指數,5611,餐館,10804,105.17,110年=100
營業額指數,5611,餐館,10805,116.11,110年=100
營業額指數,5611,餐館,10806,117.80,110年=100
營業額指數,5611,餐館,10807,119.52,110年=100
營業額指數,5611,餐館,10808,124.30,110年=100
營業額指數,5611,餐館,10809,109.11,110年=100
營業額指數,5611,餐館,10810,109.42,110年=100
營業額指數,5611,餐館,10811,108.35,110年=100
營業額指數,5611,餐館,10812,122.63,110年=100
營業額指數,5611,餐館,10901,142.58,110年=100
營業額指數,5611,餐館,10902,99.31,110年=100
營業額指數,5611,餐館,10903,85.50,110年=100
營業額指數,5611,餐館,10904,78.73,110年=100
營業額指數,5611,餐館,10905,105.57,110年=100
營業額指數,5611,餐館,10906,107.35,110年=100
營業額指數,5611,餐館,10907,118.17,110年=100
營業額指數,5611,餐館,10908,126.87,110年=100
營業額指數,5611,餐館,10909,108.30,110年=100
營業額指數,5611,餐館,10910,113.36,110年=100
營業額指數,5611,餐館,10911,108.58,110年=100
營業額指數,5611,餐館,10912,119.86,110年=100
營業額指數,5611,餐館,11001,116.75,110年=100
營業額指數,5611,餐館,11002,122.69,110年=100
營業額指數,5611,餐館,11003,107.86,110年=100
營業額指數,5611,餐館,11004,108.77,110年=100
營業額指數,5611,餐館,11005,83.06,110年=100
營業額指數,5611,餐館,11006,62.59,110年=100
營業額指數,5611,餐館,11007,70.20,110年=100
營業額指數,5611,餐館,11008,90.52,110年=100
營業額指數,5611,餐館,11009,92.43,110年=100
營業額指數,5611,餐館,11010,111.68,110年=100
營業額指數,5611,餐館,11011,108.97,110年=100
營業額指數,5611,餐館,11012,124.49,110年=100
營業額指數,5611,餐館,11101,123.32,110年=100
營業額指數,5611,餐館,11102,118.12,110年=100
營業額指數,5611,餐館,11103,110.97,110年=100
營業額指數,5611,餐館,11104,97.35,110年=100
營業額指數,5611,餐館,11105,90.15,110年=100
營業額指數,5611,餐館,11106,96.56,110年=100
營業額指數,5611,餐館,11107,121.16,110年=100
營業額指數,5611,餐館,11108,123.77,110年=100
營業額指數,5611,餐館,11109,112.37,110年=100
營業額指數,5611,餐館,11110,120.96,110年=100
營業額指數,5611,餐館,11111,116.80,110年=100
營業額指數,5611,餐館,11112,136.08,110年=100
營業額指數,5611,餐館,11201,162.30,110年=100
營業額指數,5611,餐館,11202,123.93,110年=100
營業額指數,5611,餐館,11203,118.87,110年=100
營業額指數,5611,餐館,11204,127.06,110年=100
營業額指數,5611,餐館,11205,129.10,110年=100
營業額指數,5611,餐館,11206,127.78,110年=100
營業額指數,5611,餐館,11207,139.41,110年=100
營業額指數,5611,餐館,11208,138.93,110年=100
營業額指數,5611,餐館,11209,126.51,110年=100
營業額指數,5611,餐館,11210,130.42,110年=100
營業額指數,5611,餐館,11211,122.44,110年=100
營業額指數,5611,餐館,11212,142.81,110年=100
營業額指數,5611,餐館,11301,139.06,110年=100
營業額指數,5611,餐館,11302,146.09,110年=100
營業額指數,5611,餐館,11303,127.97,110年=100
營業額指數,5611,餐館,11304,120.72,110年=100
營業額指數,5611,餐館,11305,128.48,110年=100
營業額指數,5611,餐館,11306,132.52,110年=100
營業額指數,5611,餐館,11307,130.09,110年=100
營業額指數,5611,餐館,11308,137.17,110年=100
營業額指數,5611,餐館,11309,127.25,110年=100
營業額指數,5611,餐館,11310,122.49,110年=100
營業額指數,5611,餐館,11311,129.09,110年=100
營業額指數,5611,餐館,11312,144.58,110年=100
營業額指數,5611,餐館,11401,162.45,110年=100
營業額指數,5611,餐館,11402,124.69,110年=100
營業額指數,5611,餐館,11403,126.13,110年=100
營業額指數,5611,餐館,11404,117.16,110年=100
營業額指數,5611,餐館,11405,132.11,110年=100
營業額指數,5611,餐館,11406,123.54,110年=100
營業額指數,5611,餐館,11407,126.32,110年=100
營業額指數,5611,餐館,11408,138.22,110年=100
營業額指數,5611,餐館,11409,117.58,110年=100
營業額指數,5611,餐館,11410,128.02,110年=100
營業額指數,5611,餐館,11411,127.76,110年=100
營業額指數,5611,餐館,11412,136.47,110年=100
營業額指數,5611,餐館,11501,139.70,110年=100
營業額指數,5611,餐館,11502,150.17,110年=100
營業額指數,5620,外燴及團膳承包業,08801,59.05,110年=100
營業額指數,5620,外燴及團膳承包業,08802,59.46,110年=100
營業額指數,5620,外燴及團膳承包業,08803,60.82,110年=100
營業額指數,5620,外燴及團膳承包業,08804,60.81,110年=100
營業額指數,5620,外燴及團膳承包業,08805,61.92,110年=100
營業額指數,5620,外燴及團膳承包業,08806,59.38,110年=100
營業額指數,5620,外燴及團膳承包業,08807,59.75,110年=100
營業額指數,5620,外燴及團膳承包業,08808,58.42,110年=100
營業額指數,5620,外燴及團膳承包業,08809,56.34,110年=100
營業額指數,5620,外燴及團膳承包業,08810,56.97,110年=100
營業額指數,5620,外燴及團膳承包業,08811,58.90,110年=100
營業額指數,5620,外燴及團膳承包業,08812,58.57,110年=100
營業額指數,5620,外燴及團膳承包業,08901,59.09,110年=100
營業額指數,5620,外燴及團膳承包業,08902,58.16,110年=100
營業額指數,5620,外燴及團膳承包業,08903,61.09,110年=100
營業額指數,5620,外燴及團膳承包業,08904,61.75,110年=100
營業額指數,5620,外燴及團膳承包業,08905,58.97,110年=100
營業額指數,5620,外燴及團膳承包業,08906,60.32,110年=100
營業額指數,5620,外燴及團膳承包業,08907,63.10,110年=100
營業額指數,5620,外燴及團膳承包業,08908,61.54,110年=100
營業額指數,5620,外燴及團膳承包業,08909,58.11,110年=100
營業額指數,5620,外燴及團膳承包業,08910,55.89,110年=100
營業額指數,5620,外燴及團膳承包業,08911,53.18,110年=100
營業額指數,5620,外燴及團膳承包業,08912,54.55,110年=100
營業額指數,5620,外燴及團膳承包業,09001,51.85,110年=100
營業額指數,5620,外燴及團膳承包業,09002,51.37,110年=100
營業額指數,5620,外燴及團膳承包業,09003,48.86,110年=100
營業額指數,5620,外燴及團膳承包業,09004,48.71,110年=100
營業額指數,5620,外燴及團膳承包業,09005,50.30,110年=100
營業額指數,5620,外燴及團膳承包業,09006,49.13,110年=100
營業額指數,5620,外燴及團膳承包業,09007,52.88,110年=100
營業額指數,5620,外燴及團膳承包業,09008,55.36,110年=100
營業額指數,5620,外燴及團膳承包業,09009,50.68,110年=100
營業額指數,5620,外燴及團膳承包業,09010,51.55,110年=100
營業額指數,5620,外燴及團膳承包業,09011,48.75,110年=100
營業額指數,5620,外燴及團膳承包業,09012,51.33,110年=100
營業額指數,5620,外燴及團膳承包業,09101,51.39,110年=100
營業額指數,5620,外燴及團膳承包業,09102,51.94,110年=100
營業額指數,5620,外燴及團膳承包業,09103,54.78,110年=100
營業額指數,5620,外燴及團膳承包業,09104,54.16,110年=100
營業額指數,5620,外燴及團膳承包業,09105,52.98,110年=100
