統計項目,行業代碼,行業別,資料期(民國年),統計值(指數),計量單位
營業額指數,472,食品、飲料及菸草製品零售業,09110,140.05,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09111,132.04,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09112,136.11,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09201,146.47,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09202,131.65,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09203,145.17,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09204,146.75,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09205,150.04,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09206,151.68,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09207,160.20,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09208,156.42,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09209,155.87,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09210,147.13,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09211,146.03,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09212,148.64,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09301,153.09,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09302,139.79,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09303,147.08,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09304,150.07,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09305,152.84,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09306,153.70,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09307,152.11,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09308,152.39,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09309,154.28,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09310,149.49,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09311,148.48,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09312,151.21,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09401,146.71,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09402,148.93,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09403,147.05,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09404,150.57,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09405,158.46,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09406,150.08,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09407,148.99,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09408,155.93,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09409,161.75,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09410,155.94,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09411,147.77,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09412,153.33,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09501,162.62,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09502,140.05,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09503,150.58,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09504,147.07,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09505,152.61,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09506,150.41,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09507,159.10,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09508,170.66,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09509,172.22,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09510,175.72,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09511,164.53,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09512,169.09,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09601,148.48,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09602,139.82,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09603,140.77,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09604,143.02,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09605,148.95,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09606,143.17,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09607,158.16,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09608,164.22,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09609,168.56,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09610,159.29,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09611,153.47,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09612,164.32,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09701,149.74,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09702,132.48,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09703,137.06,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09704,138.48,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09705,139.36,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09706,137.05,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09707,140.46,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09708,148.65,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09709,143.54,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09710,146.33,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09711,142.47,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09712,153.59,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09801,155.29,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09802,132.98,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09803,139.41,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09804,138.93,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09805,139.21,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09806,137.24,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09807,140.05,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09808,140.27,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09809,145.15,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09810,145.39,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09811,139.85,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09812,151.88,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09901,130.39,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09902,135.15,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09903,131.89,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09904,130.89,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09905,134.80,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09906,131.04,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09907,134.03,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09908,138.93,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09909,140.94,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09910,137.88,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09911,134.56,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09912,147.59,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10001,133.25,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10002,128.19,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10003,128.26,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10004,128.08,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10005,128.28,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10006,118.76,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10007,129.12,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10008,132.77,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10009,132.37,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10010,130.40,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10011,128.96,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10012,140.11,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10101,128.81,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10102,126.35,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10103,128.41,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10104,125.13,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10105,127.45,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10106,116.38,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10107,122.53,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10108,125.71,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10109,129.25,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10110,127.51,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10111,124.42,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10112,134.93,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10201,127.81,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10202,130.45,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10203,123.85,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10204,121.02,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10205,124.27,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10206,122.12,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10207,123.73,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10208,126.20,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10209,128.87,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10210,122.89,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10211,122.07,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10212,128.42,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10301,126.99,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10302,118.26,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10303,115.58,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10304,112.84,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10305,116.24,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10306,114.71,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10307,116.39,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10308,128.11,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10309,116.56,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10310,111.89,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10311,114.14,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10312,126.87,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10401,115.43,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10402,128.72,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10403,115.10,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10404,113.14,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10405,115.46,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10406,114.86,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10407,113.41,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10408,124.41,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10409,122.92,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,10410,111.59,110年=100
